iter	Logloss
0	0.6625675954
1	0.6414483487
2	0.6091665378
3	0.5842836959
4	0.5616150533
5	0.5417445693
6	0.5216758003
7	0.5057548873
8	0.4913836257
9	0.4757568564
10	0.462712357
11	0.452420983
12	0.4401342577
13	0.4267053765
14	0.4174835218
15	0.4061714942
16	0.3972335146
17	0.3883496902
18	0.3815884266
19	0.3749556114
20	0.3671322708
21	0.3591878096
22	0.3508084188
23	0.3446303343
24	0.3356762055
25	0.3259832623
26	0.3217536726
27	0.3156944658
28	0.311009135
29	0.3060014991
30	0.300581248
31	0.2961009623
32	0.2934125812
33	0.2902935565
34	0.285850757
35	0.2817346127
36	0.2795292826
37	0.2770048921
38	0.2740184807
39	0.2723563289
40	0.269373106
41	0.2660120132
42	0.2631320139
43	0.2598493592
44	0.2567141227
45	0.2549926704
46	0.2510463491
47	0.2484691292
48	0.2468377735
49	0.2444788068
50	0.2417111487
51	0.2401711706
52	0.2382350445
53	0.2374501183
54	0.2365564801
55	0.2345348482
56	0.2314815071
57	0.2288122974
58	0.2271103552
59	0.2251256255
60	0.2232165901
61	0.2210316011
62	0.2185103906
63	0.2167600486
64	0.2158610604
65	0.2142427053
66	0.2132407851
67	0.2117986232
68	0.2103977776
69	0.2092981991
70	0.2085709149
71	0.2065170932
72	0.2057802165
73	0.2050331835
74	0.2040285779
75	0.2009512005
76	0.1998573655
77	0.1993064878
78	0.1985158377
79	0.1969245629
80	0.1960373755
81	0.1939663547
82	0.1928490772
83	0.1906216448
84	0.1892572867
85	0.1879218918
86	0.1871219582
87	0.1853540077
88	0.1849229491
89	0.1841707692
90	0.1837282903
91	0.1823791322
92	0.1816714127
93	0.1809030386
94	0.1789427113
95	0.1772301582
96	0.175261846
97	0.1734853229
98	0.1725990443
99	0.17174798
100	0.1709606274
101	0.1699230577
102	0.1683729704
103	0.1669128607
104	0.1666274236
105	0.1648270076
106	0.1639575925
107	0.1630424347
108	0.1622013709
109	0.1605519365
110	0.1599649586
111	0.1592446737
112	0.1585279221
113	0.1574619623
114	0.1559215348
115	0.1545762805
116	0.1537354102
117	0.1527036104
118	0.1517412641
119	0.150456996
120	0.1499076888
121	0.1488001627
122	0.1478661002
123	0.1472367306
124	0.1461924097
125	0.145121473
126	0.1440660215
127	0.1424681679
128	0.140865606
129	0.1402412664
130	0.1391826973
131	0.1382765352
132	0.1363678129
133	0.1359678126
134	0.1350845495
135	0.1337855645
136	0.1325738674
137	0.1318476915
138	0.131019057
139	0.129955394
140	0.1295014718
141	0.1288418908
142	0.1279780574
143	0.127512614
144	0.126874905
145	0.1264864182
146	0.1259304358
147	0.1254305951
148	0.1247355363
149	0.1237788454
150	0.1231814819
151	0.1223628415
152	0.121852984
153	0.1213263855
154	0.1204717808
155	0.1187832483
156	0.1184288601
157	0.1180533312
158	0.1173634518
159	0.1167460137
160	0.1163001621
161	0.115292657
162	0.1143576667
163	0.1137011615
164	0.1124067207
165	0.1120442228
166	0.1114266209
167	0.1105126458
168	0.1098213466
169	0.1090758977
170	0.1079042579
171	0.1066535655
172	0.1059213707
173	0.1049120896
174	0.1043601882
175	0.1038331615
176	0.102886282
177	0.1021619022
178	0.1015259512
179	0.1007331719
180	0.09997255781
181	0.09877558084
182	0.09815266341
183	0.09743358916
184	0.09700055031
185	0.09651185533
186	0.09605141799
187	0.09522092931
188	0.09437724874
189	0.09396781385
190	0.09280141449
191	0.0918618979
192	0.09136353431
193	0.09039521436
194	0.08979444026
195	0.08890257431
196	0.08875717167
197	0.08837139514
198	0.08770575017
199	0.08690784963
200	0.08620924777
201	0.08520906428
202	0.08498121516
203	0.08473709312
204	0.0844665542
205	0.08413542017
206	0.08360512707
207	0.08275502811
208	0.08198151868
209	0.08153532188
210	0.08120215856
211	0.08001549159
212	0.07938654064
213	0.07902920055
214	0.07822031814
215	0.07782466115
216	0.0772454528
217	0.07681739815
218	0.07645448708
219	0.0757937509
220	0.07467500151
221	0.07427774715
222	0.07390609966
223	0.07331955967
224	0.07267076083
225	0.07222470613
226	0.07140948765
227	0.07081749469
228	0.07038897396
229	0.07011355386
230	0.06976062561
231	0.06933077875
232	0.06907947628
233	0.06880819443
234	0.06844333459
235	0.0682163551
236	0.06753954885
237	0.06678040615
238	0.06622564944
239	0.06525656467
240	0.06489676774
241	0.06466330016
242	0.06431373889
243	0.06389571424
244	0.06357916149
245	0.06317779886
246	0.06260049948
247	0.0622217331
248	0.0617894499
249	0.0609736325
250	0.06052795392
