iter	Logloss
130	0.3021226731
131	0.3010436123
132	0.2998574203
133	0.2988881793
134	0.2981299486
135	0.2975563474
136	0.2962476307
137	0.2952283738
138	0.2945359699
139	0.2936782998
140	0.2930470927
141	0.2921246826
142	0.2912695476
143	0.2903232814
144	0.2898251511
145	0.2888094541
146	0.2877713377
147	0.2871222731
148	0.2861613309
149	0.2853833256
150	0.2844001197
151	0.2835034659
152	0.2823418427
153	0.2818972921
154	0.2810197744
155	0.2801786415
156	0.2793545706
157	0.278794705
158	0.2781877558
159	0.2774239486
160	0.2771252869
161	0.2762391973
162	0.2758554443
163	0.2754050006
164	0.2745031573
165	0.2738808523
166	0.2733647966
167	0.2730142059
168	0.2723300879
169	0.2716796346
170	0.2707429782
171	0.2701265424
172	0.2692694385
173	0.2684570499
174	0.2680189123
175	0.267214075
176	0.2666640592
177	0.2660048962
178	0.2652619293
179	0.2645846973
180	0.2638745218
181	0.2634560297
182	0.2629147242
183	0.2625481386
184	0.2621559428
185	0.2616912073
186	0.2612050985
187	0.2606157288
188	0.2600657852
189	0.2593452859
190	0.2587970654
191	0.2582853264
192	0.2577463507
193	0.2572562296
194	0.2570377664
195	0.2565268631
196	0.2560847339
197	0.2555869947
198	0.2550235318
199	0.2544913949
200	0.2539659732
201	0.2533929608
202	0.2528903552
203	0.2524004922
204	0.2518128017
205	0.2511117115
206	0.2506793547
207	0.2503393998
208	0.249811757
209	0.2494987118
210	0.2490142526
211	0.2484760259
212	0.2481225262
213	0.2472281814
214	0.2468780224
215	0.2465411198
216	0.2461545322
217	0.245801354
218	0.2453248403
219	0.2449553148
220	0.2444003608
221	0.2436352648
222	0.2431070407
223	0.2425542413
224	0.2422676294
225	0.2415036988
226	0.2409227041
227	0.2405468103
228	0.2402304051
229	0.239613075
230	0.2392455958
231	0.2388032538
232	0.2383860569
233	0.238066999
234	0.2376288237
235	0.237218314
236	0.2365740823
237	0.2360916314
238	0.2355698947
239	0.2349817739
240	0.2345688038
241	0.2341959509
242	0.2337329918
243	0.23330332
244	0.2326310427
245	0.2320164786
246	0.231600294
247	0.2313659842
248	0.2310049771
249	0.2305536985
250	0.230167048
251	0.2296711704
252	0.2291552684
253	0.2291240505
254	0.2289082872
255	0.2283111462
256	0.2281199542
257	0.227696428
258	0.227187502
259	0.2268131187
260	0.2263643426
261	0.2260801523
262	0.2255786407
263	0.2252700744
264	0.224799752
265	0.2245357758
266	0.2240060288
267	0.2235086357
268	0.2231268771
269	0.2227736994
270	0.2220416755
271	0.2217408054
272	0.2211329695
273	0.2208970026
274	0.2204414222
275	0.2200203639
276	0.2196787156
277	0.21928998
278	0.2192611476
279	0.2190994753
280	0.2185173308
281	0.2182030098
282	0.2177921349
283	0.2174894682
284	0.2172179251
285	0.2170121975
286	0.2169944667
287	0.2164896069
288	0.21622053
289	0.2157894225
290	0.2154871826
291	0.2151772688
292	0.2145605812
293	0.2141839031
294	0.2136948311
295	0.2134880655
296	0.2130104392
297	0.2124965511
298	0.2121954558
299	0.2121327446
300	0.2116043479
301	0.2111731393
302	0.2109717947
303	0.210811962
304	0.210529261
305	0.210475472
306	0.2101603861
307	0.2098521906
308	0.2095037754
309	0.2092642188
310	0.2089739361
311	0.2088833107
312	0.2085354972
313	0.2082666159
314	0.2080761431
315	0.2078446224
316	0.2077340031
317	0.2074384482
318	0.2071181139
319	0.2067981962
320	0.2064602019
321	0.2062779204
322	0.2060652465
323	0.2058205235
324	0.205467896
325	0.2053806185
326	0.2051659585
327	0.2049191205
328	0.2042644258
329	0.2038715197
330	0.2032957736
331	0.2031105023
332	0.2030508951
333	0.2029419425
334	0.2027061468
335	0.2025473254
336	0.2022330172
337	0.202010222
338	0.2018375714
339	0.201685399
340	0.2013296663
341	0.2010446427
342	0.2008987517
343	0.2005015187
344	0.2002261834
345	0.1998427591
346	0.1993749649
347	0.19892206
348	0.1984170578
349	0.1978874687
350	0.1977871055
351	0.1975555566
352	0.1971167607
353	0.1967431792
354	0.1964474756
355	0.1961128292
356	0.1958053053
357	0.1954588982
358	0.1952899711
359	0.1948632507
360	0.1946451114
361	0.1942350492
362	0.1939385653
363	0.1935199367
364	0.1930804853
365	0.1926218706
366	0.1922157969
367	0.1919477302
368	0.191576088
369	0.1914471665
370	0.1912112792
371	0.1910859214
372	0.1908363775
373	0.1905713199
374	0.1905414624
375	0.1903125502
376	0.190174864
377	0.1899366264
378	0.1896041327
379	0.1891448776
380	0.1889184077
381	0.1886508631
382	0.1883854186
383	0.188169791
384	0.1879974575
385	0.1879496451
386	0.1877578643
387	0.1874176979
388	0.1873059517
389	0.1871886897
390	0.1869668761
391	0.1865639012
392	0.1864449629
393	0.1862462199
394	0.1859787788
395	0.1858356804
396	0.1855758243
397	0.1852461218
398	0.1847786052
399	0.1844391841
400	0.1842441849
401	0.1839203572
402	0.18370177
403	0.1834268686
404	0.1831089627
405	0.1830007536
406	0.1828559171
407	0.1825764964
408	0.1823358911
409	0.1821674297
410	0.1820106146
411	0.181743446
412	0.1815921337
413	0.1815605574
414	0.1813274653
415	0.1810964789
416	0.1809370789
417	0.1806190211
418	0.1804224822
419	0.1800414299
420	0.1798562303
421	0.1796608358
422	0.1794830858
423	0.1791326867
424	0.1789740551
425	0.1788225429
426	0.178644098
427	0.17844792
428	0.1780982812
429	0.1780174589
430	0.1779068362
431	0.1777244372
432	0.1774145648
433	0.1771862319
434	0.176912236
435	0.1766480316
436	0.1764673092
437	0.1763479864
438	0.1760889464
439	0.1757234513
440	0.1756037367
441	0.1755334457
442	0.1754232584
443	0.1751474921
444	0.1748867739
445	0.1747806431
446	0.1744667813
447	0.1742882537
448	0.1740102429
449	0.1738324354
450	0.1736920173
451	0.1733976877
452	0.1730557277
453	0.1730109431
454	0.1728095396
455	0.1726339542
456	0.1724041813
457	0.1721257869
458	0.1718761185
459	0.1715345122
460	0.1713549631
461	0.1713007408
462	0.1711129539
463	0.1708927897
464	0.1706906943
465	0.170448532
466	0.1702064632
467	0.1700523379
468	0.1699701932
469	0.169581307
470	0.169319109
471	0.1690434424
472	0.1689374282
473	0.1685810652
474	0.1682913345
475	0.1681026125
476	0.1679110073
477	0.1676378664
478	0.1674406216
479	0.1671889917
480	0.1670576756
481	0.1668106094
482	0.1666405483
483	0.1663923518
484	0.1662143411
485	0.1660997293
486	0.1658443418
487	0.1656440037
488	0.1653757614
489	0.1651494719
490	0.1649559609
491	0.1647314387
492	0.1644646535
493	0.1642896915
494	0.1640243471
495	0.1638240816
496	0.1635690561
497	0.1633301504
498	0.1633221346
499	0.1631030352
500	0.1628952635
501	0.1627540042
502	0.1625376754
503	0.1622910975
504	0.161956844
505	0.161936256
506	0.1614901492
507	0.1612960693
508	0.1611243572
509	0.1609259979
510	0.1607782969
511	0.1605486776
512	0.1603413113
513	0.1601261648
514	0.1599083809
515	0.1597190569
516	0.1595254464
517	0.1592848617
518	0.1589675734
519	0.1588592685
520	0.1587084437
521	0.1584729124
522	0.158334245
523	0.1582398985
524	0.1582150406
525	0.1580858858
526	0.1578551216
527	0.1578022862
528	0.1575909967
529	0.157289033
530	0.1570457098
531	0.1569601774
532	0.1568184438
533	0.1565472355
534	0.1562930257
535	0.156202168
536	0.1561927223
537	0.1561114339
538	0.1559894216
539	0.1558185021
540	0.1555374677
541	0.1554027065
542	0.1551990974
543	0.155008285
544	0.1547751412
545	0.1546617374
546	0.1544581592
547	0.154239218
548	0.1539499291
549	0.1536043001
550	0.1535579029
551	0.1533345892
552	0.1530458326
553	0.1528071936
554	0.1525046196
555	0.1522575044
556	0.1519645469
557	0.1517153428
558	0.151594816
559	0.1513700779
560	0.1512458818
561	0.1512396051
562	0.1509129534
563	0.1505654879
564	0.1502277736
565	0.150082496
566	0.1499826051
567	0.1498598718
568	0.1497594753
569	0.1496874308
570	0.1494672725
571	0.1494439991
572	0.1493251093
573	0.1492257359
574	0.148971144
575	0.1489587199
576	0.1487015471
577	0.1485428374
578	0.1484423705
579	0.1482752546
580	0.1481452573
581	0.1478133394
582	0.1476542544
583	0.1475517241
584	0.1472601618
585	0.1471287736
586	0.146809809
587	0.1467194189
588	0.1465631365
589	0.146289812
590	0.1461861533
591	0.1460592143
592	0.1460086885
593	0.1459245932
594	0.1457420969
595	0.1453966631
596	0.1452212252
597	0.1448680729
598	0.1447392282
599	0.1444371355
600	0.1441879852
601	0.1439366147
602	0.1437068563
603	0.1435971291
604	0.1434003242
605	0.1431950839
606	0.1430775058
607	0.1429230318
608	0.1426213978
609	0.1424826039
610	0.1423830948
611	0.14215301
612	0.1420446944
613	0.141889029
614	0.141785122
615	0.1416184989
616	0.1414912132
617	0.141340945
618	0.1410425085
619	0.1408906084
620	0.1408222313
621	0.1406764168
622	0.1403791149
623	0.1402600766
624	0.1400748801
625	0.13988295
626	0.1396911241
627	0.1394741461
628	0.1393435772
629	0.139073492
630	0.1388701993
631	0.1386914159
632	0.1385495195
633	0.1382499809
634	0.1381024733
635	0.138012324
636	0.1379651522
637	0.1379113226
638	0.1377774619
639	0.1375863581
640	0.1373112477
641	0.1370850084
642	0.1368470985
643	0.136738074
644	0.1364915874
645	0.136319888
646	0.1362055658
647	0.1360844338
648	0.136020965
649	0.1358210271
650	0.135726268
651	0.135498731
652	0.1353144832
653	0.1352310269
654	0.1350245757
655	0.1349399073
656	0.1347567995
657	0.1347197182
658	0.1344822569
659	0.1343823559
660	0.134147778
661	0.134041467
662	0.1336818598
663	0.1335473403
664	0.1333230728
665	0.1332115086
666	0.133149604
667	0.1329792148
668	0.1328502177
669	0.1327179423
670	0.132611685
671	0.1324017252
672	0.1322498237
673	0.1321076898
674	0.131942531
675	0.1318246087
676	0.1316808535
677	0.1316398731
678	0.1314605437
679	0.1313376875
680	0.1312509459
681	0.1309702979
682	0.1308365905
683	0.130707581
684	0.130675673
685	0.1303451555
686	0.1301487359
687	0.1300176598
688	0.1299307592
689	0.1298290896
690	0.1295769321
691	0.1293164341
692	0.129182601
693	0.1291383439
694	0.1289854789
695	0.1288355378
696	0.1286934459
697	0.1286009703
698	0.1284681727
699	0.1282116277
700	0.1279146706
701	0.1277822127
702	0.1274954437
703	0.1273838858
704	0.1271556972
705	0.1269703724
706	0.1267829581
707	0.1266166345
708	0.1264686981
709	0.1263504287
710	0.1262294902
711	0.1260942433
712	0.125953027
713	0.1258778494
714	0.1257229772
715	0.1254663823
716	0.1252748667
717	0.1251925874
718	0.1251308117
719	0.1248929256
720	0.1247530447
721	0.1246333391
722	0.1245419883
723	0.1244974612
724	0.1243746805
725	0.1242482146
726	0.124034232
727	0.1239108021
728	0.1237484585
729	0.1236181531
730	0.1234365187
731	0.1233273227
732	0.1231428539
733	0.123019118
734	0.1228961384
735	0.1227713492
736	0.1226446094
737	0.1224771929
738	0.1223307657
739	0.1222925307
740	0.1221687521
741	0.1220614758
742	0.1218802527
743	0.1215970632
744	0.1214205608
745	0.1212689637
746	0.1210944006
747	0.1208118965
748	0.1206911699
749	0.1204674714
750	0.1201636757
751	0.1200155108
752	0.1199995475
753	0.119895905
754	0.119747274
755	0.1195675273
756	0.1194807214
757	0.1193697751
758	0.119277377
759	0.1191101862
760	0.1189328121
761	0.1188657516
762	0.118674505
763	0.1185366936
764	0.1184266435
765	0.1182256651
766	0.118059887
767	0.1179022751
768	0.1176977094
769	0.1174838607
770	0.1173662179
771	0.1171241262
772	0.1169774577
773	0.1167525619
774	0.1166016186
775	0.1165189263
776	0.1164209465
777	0.1162796487
778	0.1161323591
779	0.1159972077
780	0.1157637012
781	0.1156324513
782	0.1154686725
783	0.1153090299
784	0.1151291861
785	0.1148670839
786	0.1147123694
787	0.1145978087
788	0.1144726328
789	0.1142088218
790	0.1140137321
791	0.1138069332
792	0.1136077645
793	0.1134610893
794	0.1133199874
795	0.1131952636
796	0.1131798666
797	0.1130349951
798	0.1129043844
799	0.1126518326
800	0.1124555499
801	0.112422971
802	0.1122415696
803	0.1120118224
804	0.1119338232
805	0.1117579856
806	0.1116043251
807	0.1114804539
808	0.1113630136
809	0.1112095289
810	0.1111654024
811	0.111053619
812	0.1109606336
813	0.1108460024
814	0.1107026216
815	0.110617519
816	0.1103514919
817	0.1101157106
818	0.1100969566
819	0.1098570148
820	0.1096004221
821	0.1093193953
822	0.1091769024
823	0.1090112361
824	0.1087625332
825	0.1087467883
826	0.1086752495
827	0.1084842867
828	0.108287551
829	0.1082593182
830	0.1081137315
831	0.1078932529
832	0.1077556827
833	0.1075434625
834	0.1074375001
835	0.1072662095
836	0.107097762
837	0.1069901599
838	0.1069650163
839	0.106805388
840	0.1066356315
841	0.1065052407
842	0.1064495832
843	0.1062083017
844	0.106151951
845	0.1061279609
846	0.1060286461
847	0.1058233887
848	0.1055941749
849	0.1054713678
850	0.1052358734
851	0.1050220158
852	0.1049396562
853	0.1048304154
854	0.1047083252
855	0.1045802575
856	0.1043444903
857	0.1042378613
858	0.1040951921
859	0.1039735752
860	0.1037687491
861	0.1036376046
862	0.1035876038
863	0.1032983832
864	0.1031745086
865	0.1030506728
866	0.1029765591
867	0.1028379648
868	0.1026526277
869	0.1024815174
870	0.1023180069
871	0.1021262259
872	0.1019938378
873	0.1018674558
874	0.101683602
875	0.1016143026
876	0.1014910797
877	0.1013610194
878	0.101169833
879	0.101116141
880	0.1010012755
881	0.1008177556
882	0.1007307784
883	0.1006586113
884	0.10056081
885	0.1004353234
886	0.1002001354
887	0.1000155872
888	0.09990472254
889	0.09979301016
890	0.09977982575
891	0.09964579813
892	0.09949346696
893	0.0994005638
894	0.09925669981
895	0.09907941523
896	0.09886102267
897	0.09867687589
898	0.09861225427
899	0.0984896998
900	0.09835521594
901	0.09823912279
902	0.09805734029
903	0.09788969417
904	0.09776207913
905	0.0976359334
906	0.09756260035
907	0.09743321811
908	0.09723153625
909	0.09710344735
910	0.09703725874
911	0.09688520134
912	0.09683663282
913	0.09670489946
914	0.09664001048
915	0.09659465901
916	0.09643861611
917	0.09638244165
918	0.09624619001
919	0.0961939514
920	0.09612324862
921	0.09596281214
922	0.09589147408
923	0.09581288804
924	0.09577911486
925	0.09571921196
926	0.09560803019
927	0.09545739885
928	0.09541894504
929	0.09530457791
930	0.09512515867
931	0.09503838837
932	0.09499570287
933	0.09495430407
934	0.09480197302
935	0.09468601109
936	0.09451088567
937	0.09445119293
938	0.09431693375
939	0.09426171549
940	0.09404388797
941	0.09383230051
942	0.09363196118
943	0.09351594263
944	0.09334455971
945	0.0932643393
946	0.09316003654
947	0.0929843375
948	0.09285347807
949	0.09277053072
950	0.09274494671
951	0.09271410125
952	0.09264341357
953	0.09256903189
954	0.09253963983
955	0.09249132494
956	0.09246910968
957	0.09243391011
958	0.09235006731
959	0.09229066276
960	0.09213218991
961	0.09205004624
962	0.09197983186
963	0.0918715515
964	0.09182086581
965	0.09170936062
966	0.09160109433
967	0.09151946503
968	0.091449645
969	0.09142127227
970	0.09130355973
971	0.09112222032
972	0.09091756429
973	0.09088574387
974	0.09084550433
975	0.09075947652
976	0.09074680258
977	0.09066465285
978	0.09058026274
979	0.09054210719
980	0.09047178996
981	0.09027287404
982	0.09007961748
983	0.09000885601
984	0.08975599103
985	0.08957441148
986	0.08947635498
987	0.08943238254
988	0.08937729938
989	0.08918940335
990	0.08916130565
991	0.08906656687
992	0.08894736559
993	0.08892185445
994	0.08886225404
995	0.08883274025
996	0.08879417421
997	0.08870441431
998	0.08859541434
999	0.0885142795
